Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross
Zootopia,2016,U,108,Animation,8,78,Byron Howard,434143,341268248
Bãhubali: The Beginning,2015,UA,159,Action,8,,S.S. Rajamouli,102972,6738000
Kaguyahime no monogatari,2013,U,137,Animation,8,89,Isao Takahata,38746,1506975
Wonder,2017,U,113,Drama,8,66,Stephen Chbosky,141923,132422809
Gully Boy,2019,UA,154,Drama,8,65,Zoya Akhtar,31886,5566534
Special Chabbis,2013,UA,144,Crime,8,,Neeraj Pandey,51069,1079369
Short Term 12,2013,R,96,Drama,8,82,Destin Daniel Cretton,81770,1010414
Serbuan maut 2: Berandal,2014,A,150,Action,8,71,Gareth Evans,114316,2625803
The Imitation Game,2014,UA,114,Biography,8,73,Morten Tyldum,685201,91125683
Guardians of the Galaxy,2014,UA,121,Action,8,76,James Gunn,1043455,333176600
Blade Runner 2049,2017,UA,164,Action,8,81,Denis Villeneuve,461823,92054159
Her,2013,A,126,Drama,8,90,Spike Jonze,540772,25568251
Bohemian Rhapsody,2018,UA,134,Biography,8,49,Bryan Singer,450349,216428042
The Revenant,2015,A,156,Action,8,76,Alejandro G. Iñárritu,705589,183637894
The Perks of Being a Wallflower,2012,UA,103,Drama,8,67,Stephen Chbosky,462252,17738570
Tropa de Elite 2: O Inimigo Agora é Outro,2010,,115,Action,8,71,José Padilha,79200,100119
The King's Speech,2010,U,118,Biography,8,88,Tom Hooper,639603,138797449
The Help,2011,UA,146,Drama,8,62,Tate Taylor,428521,169708112
Deadpool,2016,R,108,Action,8,65,Tim Miller,902669,363070709
Darbareye Elly,2009,TV-PG,119,Drama,8,87,Asghar Farhadi,45803,106662
Dev.D,2009,A,144,Drama,8,,Anurag Kashyap,28749,10950
Yip Man,2008,R,106,Action,8,59,Wilson Yip,211427,
My Name Is Khan,2010,UA,165,Drama,8,50,Karan Johar,98575,4018695
Nefes: Vatan Sagolsun,2009,,128,Action,8,,Levent Semerci,31838,
Slumdog Millionaire,2008,UA,120,Drama,8,84,Danny Boyle,798882,141319928
Black Swan,2010,A,108,Drama,8,79,Darren Aronofsky,699673,106954678
Tropa de Elite,2007,R,115,Action,8,33,José Padilha,98097,8060
The Avengers,2012,UA,143,Action,8,69,Joss Whedon,1260806,623279547
Persepolis,2007,PG-13,96,Animation,8,90,Vincent Paronnaud,88656,4445756
Dallas Buyers Club,2013,R,117,Biography,8,80,Jean-Marc Vallée,441614,27298285
The Pursuit of Happyness,2006,U,117,Biography,8,64,Gabriele Muccino,448930,163566459
Blood Diamond,2006,A,143,Adventure,8,64,Edward Zwick,499439,57366262
The Bourne Ultimatum,2007,UA,115,Action,8,85,Paul Greengrass,604694,227471070
Bin-jip,2004,U,88,Crime,8,72,Ki-duk Kim,50610,238507
Sin City,2005,A,124,Crime,8,74,Frank Miller,738512,74103820
Le scaphandre et le papillon,2007,PG-13,112,Biography,8,92,Julian Schnabel,103284,5990075
G.O.R.A.,2004,,127,Adventure,8,,Ömer Faruk Sorak,56960,
Ratatouille,2007,U,111,Animation,8,96,Brad Bird,641645,206445654
Casino Royale,2006,PG-13,144,Action,8,80,Martin Campbell,582239,167445960
Kill Bill: Vol. 2,2004,A,137,Action,8,83,Quentin Tarantino,683900,66208183
Vozvrashchenie,2003,,110,Drama,8,82,Andrey Zvyagintsev,42399,502028
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,R,103,Drama,8,85,Ki-duk Kim,77520,2380788
Mar adentro,2014,U,126,Biography,8,74,Alejandro Amenábar,77554,2086345
Cinderella Man,2005,UA,144,Biography,8,69,Ron Howard,176151,61649911
Kal Ho Naa Ho,2003,U,186,Comedy,8,54,Nikkhil Advani,63460,1787378
Mou gaan dou,2002,UA,101,Action,8,75,Andrew Lau,117857,169659
Pirates of the Caribbean: The Curse of the Black Pearl,2003,UA,143,Action,8,63,Gore Verbinski,1015122,305413918
Big Fish,2003,U,125,Adventure,8,58,Tim Burton,415218,66257002
The Incredibles,2004,U,115,Animation,8,90,Brad Bird,657047,261441092
Yeopgijeogin geunyeo,2001,,137,Comedy,8,,Jae-young Kwak,45403,
Dogville,2003,R,178,Crime,8,60,Lars von Trier,137963,1530386
Vizontele,2001,,110,Comedy,8,,Yilmaz Erdogan,33592,
Donnie Darko,2001,R,113,Drama,8,88,Richard Kelly,740086,1480006
Magnolia,1999,R,188,Drama,8,77,Paul Thomas Anderson,289742,22455976
Dancer in the Dark,2000,U,140,Crime,8,61,Lars von Trier,102285,4184036
The Straight Story,1999,U,112,Biography,8,86,David Lynch,82002,6203044
Pâfekuto burû,1997,A,81,Animation,8,,Satoshi Kon,58192,776665
Festen,1998,R,105,Drama,8,82,Thomas Vinterberg,78341,1647780
Central do Brasil,1998,R,110,Drama,8,80,Walter Salles,36419,5595428
The Iron Giant,1999,PG,86,Animation,8,85,Brad Bird,172083,23159305
Knockin' on Heaven's Door,1997,,87,Action,8,,Thomas Jahn,27721,3296
Sling Blade,1996,R,135,Drama,8,84,Billy Bob Thornton,86838,24475416
Secrets & Lies,1996,U,136,Comedy,8,91,Mike Leigh,37564,13417292
Twelve Monkeys,1995,A,129,Mystery,8,74,Terry Gilliam,578443,57141459
Kôkaku Kidôtai,1995,UA,83,Animation,8,76,Mamoru Oshii,129231,515905
The Nightmare Before Christmas,1993,U,76,Animation,8,82,Henry Selick,300208,75082668
Groundhog Day,1993,U,101,Comedy,8,72,Harold Ramis,577991,70906973
Bound by Honor,1993,R,180,Crime,8,47,Taylor Hackford,28825,4496583
Scent of a Woman,1992,UA,156,Drama,8,59,Martin Brest,263918,63895607
Aladdin,1992,U,90,Animation,8,86,Ron Clements,373845,217350219
JFK,1991,UA,189,Drama,8,72,Oliver Stone,142110,70405498
Beauty and the Beast,1991,G,84,Animation,8,95,Gary Trousdale,417178,218967620
Dances with Wolves,1990,U,181,Adventure,8,72,Kevin Costner,240266,184208848
Do the Right Thing,1989,R,120,Comedy,8,93,Spike Lee,89429,27545445
Rain Man,1988,U,133,Drama,8,65,Barry Levinson,473064,178800000
Akira,1988,UA,124,Animation,8,,Katsuhiro Ôtomo,164918,553171
The Princess Bride,1987,U,98,Adventure,8,77,Rob Reiner,393899,30857814
Der Himmel über Berlin,1987,U,128,Drama,8,79,Wim Wenders,64722,3333969
Au revoir les enfants,1987,U,104,Drama,8,88,Louis Malle,31163,4542825
Tenkû no shiro Rapyuta,1986,U,125,Animation,8,78,Hayao Miyazaki,150140,
The Terminator,1984,UA,107,Action,8,84,James Cameron,799795,38400000
Gandhi,1982,U,191,Biography,8,79,Richard Attenborough,217664,52767889
Kagemusha,1980,U,180,Drama,8,84,Akira Kurosawa,32195,
Being There,1979,PG,130,Comedy,8,83,Hal Ashby,65625,30177511
Annie Hall,1977,A,93,Comedy,8,92,Woody Allen,251823,39200000
Jaws,1975,A,124,Adventure,8,87,Steven Spielberg,543388,260000000
Dog Day Afternoon,1975,U,125,Biography,8,86,Sidney Lumet,235652,50000000
Young Frankenstein,1974,A,106,Comedy,8,80,Mel Brooks,143359,86300000
Papillon,1973,R,151,Biography,8,58,Franklin J. Schaffner,121627,53267000
The Exorcist,1973,A,122,Horror,8,81,William Friedkin,362393,232906145
Sleuth,1972,PG,138,Mystery,8,,Joseph L. Mankiewicz,44748,4081254
The Last Picture Show,1971,R,118,Drama,8,93,Peter Bogdanovich,42456,29133000
Fiddler on the Roof,1971,G,181,Drama,8,67,Norman Jewison,39491,80500000
Il conformista,1970,UA,113,Drama,8,100,Bernardo Bertolucci,27067,541940
Butch Cassidy and the Sundance Kid,1969,PG,110,Biography,8,66,George Roy Hill,201888,102308889
Rosemary's Baby,1968,A,137,Drama,8,96,Roman Polanski,193674,
Planet of the Apes,1968,U,112,Adventure,8,79,Franklin J. Schaffner,165167,33395426
The Graduate,1967,A,106,Comedy,8,83,Mike Nichols,253676,104945305
Who's Afraid of Virginia Woolf?,1966,A,131,Drama,8,75,Mike Nichols,68926,
The Sound of Music,1965,U,172,Biography,8,63,Robert Wise,205425,163214286
Doctor Zhivago,1965,A,197,Drama,8,69,David Lean,69903,111722000
Per un pugno di dollari,1964,A,99,Action,8,65,Sergio Leone,198219,14500000
8½,1963,,138,Drama,8,91,Federico Fellini,108844,50690
Vivre sa vie: Film en douze tableaux,1962,,80,Drama,8,,Jean-Luc Godard,28057,
The Hustler,1961,A,134,Drama,8,90,Robert Rossen,75067,8284000
La dolce vita,1960,A,174,Comedy,8,95,Federico Fellini,66621,19516000
Rio Bravo,1959,Passed,141,Action,8,93,Howard Hawks,56305,12535000
Anatomy of a Murder,1959,,161,Crime,8,95,Otto Preminger,59847,11900000
Touch of Evil,1958,PG-13,95,Crime,8,99,Orson Welles,98431,2237659
Cat on a Hot Tin Roof,1958,A,108,Drama,8,84,Richard Brooks,45062,17570324
Sweet Smell of Success,1957,Approved,96,Drama,8,100,Alexander Mackendrick,28137,
The Killing,1956,Approved,84,Crime,8,91,Stanley Kubrick,81702,
The Night of the Hunter,1955,,92,Crime,8,99,Charles Laughton,81980,654000
La Strada,1954,,108,Drama,8,,Federico Fellini,58314,
Les diaboliques,1955,,117,Crime,8,,Henri-Georges Clouzot,61503,
Stalag 17,1953,,120,Comedy,8,84,Billy Wilder,51046,
Roman Holiday,1953,,118,Comedy,8,78,William Wyler,127256,
A Streetcar Named Desire,1951,A,122,Drama,8,97,Elia Kazan,99182,8000000
In a Lonely Place,1950,,94,Drama,8,,Nicholas Ray,26784,
Kind Hearts and Coronets,1949,U,106,Comedy,8,,Robert Hamer,34485,
Rope,1948,A,80,Crime,8,73,Alfred Hitchcock,129783,
Out of the Past,1947,,97,Crime,8,,Jacques Tourneur,32784,
Brief Encounter,1945,U,86,Drama,8,92,David Lean,35601,
Laura,1944,Passed,88,Drama,8,,Otto Preminger,42725,4360000
The Best Years of Our Lives,1946,Approved,170,Drama,8,93,William Wyler,57259,23650000
Arsenic and Old Lace,1942,,118,Comedy,8,,Frank Capra,65101,
The Maltese Falcon,1941,,100,Film-Noir,8,96,John Huston,148928,2108060
The Grapes of Wrath,1940,Passed,129,Drama,8,96,John Ford,85559,55000
The Wizard of Oz,1939,U,102,Adventure,8,92,Victor Fleming,371379,2076020
La règle du jeu,1939,,110,Comedy,8,,Jean Renoir,26725,
The Thin Man,1934,TV-PG,91,Comedy,8,86,W.S. Van Dyke,26642,
All Quiet on the Western Front,1930,U,152,Drama,8,91,Lewis Milestone,57318,3270000
Bronenosets Potemkin,1925,,75,Drama,8,97,Sergei M. Eisenstein,53054,50970
Knives Out,2019,UA,130,Comedy,7.9,82,Rian Johnson,454203,165359751
Dil Bechara,2020,UA,101,Comedy,7.9,,Mukesh Chhabra,111478,
Manbiki kazoku,2018,A,121,Crime,7.9,93,Hirokazu Koreeda,62754,3313513
Marriage Story,2019,U,137,Comedy,7.9,94,Noah Baumbach,246644,2000000
Call Me by Your Name,2017,UA,132,Drama,7.9,93,Luca Guadagnino,212651,18095701
"I, Daniel Blake",2016,UA,100,Drama,7.9,78,Ken Loach,53818,258168
Isle of Dogs,2018,U,101,Animation,7.9,82,Wes Anderson,139114,32015231
Hunt for the Wilderpeople,2016,UA,101,Adventure,7.9,81,Taika Waititi,111483,5202582
Captain Fantastic,2016,R,118,Comedy,7.9,72,Matt Ross,189400,5875006
Sing Street,2016,PG-13,106,Comedy,7.9,79,John Carney,85109,3237118
Thor: Ragnarok,2017,UA,130,Action,7.9,74,Taika Waititi,587775,315058289
Nightcrawler,2014,A,117,Crime,7.9,76,Dan Gilroy,466134,32381218
Jojo Rabbit,2019,UA,108,Comedy,7.9,58,Taika Waititi,297918,349555
Arrival,2016,UA,116,Drama,7.9,81,Denis Villeneuve,594181,100546139
Star Wars: Episode VII - The Force Awakens,2015,U,138,Action,7.9,80,J.J. Abrams,860823,936662225
Before Midnight,2013,R,109,Drama,7.9,94,Richard Linklater,141457,8114627
X-Men: Days of Future Past,2014,UA,132,Action,7.9,75,Bryan Singer,659763,233921534
Bir Zamanlar Anadolu'da,2011,,157,Crime,7.9,82,Nuri Bilge Ceylan,41995,138730
The Artist,2011,U,100,Comedy,7.9,89,Michel Hazanavicius,230624,44671682
Edge of Tomorrow,2014,UA,113,Action,7.9,71,Doug Liman,600004,100206256
Amour,2012,UA,127,Drama,7.9,94,Michael Haneke,93090,6739492
The Irishman,2019,R,209,Biography,7.9,94,Martin Scorsese,324720,7000000
Un prophète,2009,A,155,Crime,7.9,90,Jacques Audiard,93560,2084637
Moon,2009,R,97,Drama,7.9,67,Duncan Jones,335152,5009677
Låt den rätte komma in,2008,R,114,Crime,7.9,82,Tomas Alfredson,205609,2122065
District 9,2009,A,112,Action,7.9,81,Neill Blomkamp,638202,115646235
The Wrestler,2008,UA,109,Drama,7.9,80,Darren Aronofsky,289415,26236603
Jab We Met,2007,U,138,Comedy,7.9,,Imtiaz Ali,47720,410800
Boyhood,2014,A,165,Drama,7.9,100,Richard Linklater,335533,25379975
"4 luni, 3 saptamâni si 2 zile",2007,,113,Drama,7.9,97,Cristian Mungiu,56625,1185783
Star Trek,2009,UA,127,Action,7.9,82,J.J. Abrams,577336,257730019
In Bruges,2008,R,107,Comedy,7.9,67,Martin McDonagh,390334,7757130
The Man from Earth,2007,,87,Drama,7.9,,Richard Schenkman,174125,
Letters from Iwo Jima,2006,UA,141,Action,7.9,89,Clint Eastwood,154011,13756082
The Fall,2006,R,117,Adventure,7.9,64,Tarsem Singh,107290,2280348
Life of Pi,2012,U,127,Adventure,7.9,79,Ang Lee,580708,124987023
Fantastic Mr. Fox,2009,PG,87,Animation,7.9,83,Wes Anderson,199696,21002919
C.R.A.Z.Y.,2005,,129,Comedy,7.9,81,Jean-Marc Vallée,31476,
Les choristes,2004,PG-13,97,Drama,7.9,56,Christophe Barratier,57430,3635164
Iron Man,2008,UA,126,Action,7.9,79,Jon Favreau,939644,318412101
Shaun of the Dead,2004,UA,99,Comedy,7.9,76,Edgar Wright,512249,13542874
Gegen die Wand,2004,R,121,Drama,7.9,78,Fatih Akin,51325,
Mystic River,2003,A,138,Crime,7.9,84,Clint Eastwood,419420,90135191
Harry Potter and the Prisoner of Azkaban,2004,U,142,Adventure,7.9,82,Alfonso Cuarón,552493,249358727
Ying xiong,2002,PG-13,120,Action,7.9,85,Yimou Zhang,173999,53710019
Hable con ella,2002,R,112,Drama,7.9,86,Pedro Almodóvar,104691,9284265
No Man's Land,2001,R,98,Comedy,7.9,84,Danis Tanovic,44618,1059830
Cowboy Bebop: Tengoku no tobira,2001,U,115,Animation,7.9,61,Shin'ichirô Watanabe,42897,1000045
The Bourne Identity,2002,UA,119,Action,7.9,68,Doug Liman,508771,121661683
Nueve reinas,2000,R,114,Crime,7.9,80,Fabián Bielinsky,49721,1221261
Children of Men,2006,A,109,Adventure,7.9,84,Alfonso Cuarón,465113,35552383
Almost Famous,2000,A,122,Adventure,7.9,90,Cameron Crowe,252586,32534850
Mulholland Dr.,2001,R,147,Drama,7.9,85,David Lynch,322031,7220243
Toy Story 2,1999,U,92,Animation,7.9,88,John Lasseter,527512,245852179
Boogie Nights,1997,R,155,Drama,7.9,85,Paul Thomas Anderson,239473,26400640
Mimi wo sumaseba,1995,U,111,Animation,7.9,75,Yoshifumi Kondô,51943,
Once Were Warriors,1994,A,102,Crime,7.9,77,Lee Tamahori,31590,2201126
True Romance,1993,R,119,Crime,7.9,59,Tony Scott,206918,12281500
Trois couleurs: Bleu,1993,U,94,Drama,7.9,85,Krzysztof Kieslowski,89836,1324974
Jûbê ninpûchô,1993,A,94,Animation,7.9,,Yoshiaki Kawajiri,34529,
Carlito's Way,1993,A,144,Crime,7.9,65,Brian De Palma,201000,36948322
Edward Scissorhands,1990,U,105,Drama,7.9,74,Tim Burton,447368,56362352
My Left Foot: The Story of Christy Brown,1989,U,103,Biography,7.9,97,Jim Sheridan,68076,14743391
Crimes and Misdemeanors,1989,PG-13,104,Comedy,7.9,77,Woody Allen,54670,18254702
The Untouchables,1987,A,119,Crime,7.9,79,Brian De Palma,281842,76270454
Hannah and Her Sisters,1986,PG-13,107,Comedy,7.9,90,Woody Allen,67176,40084041
Brazil,1985,U,132,Drama,7.9,84,Terry Gilliam,187567,9929135
This Is Spinal Tap,1984,R,82,Comedy,7.9,92,Rob Reiner,128812,188751
A Christmas Story,1983,U,93,Comedy,7.9,77,Bob Clark,132947,20605209
The Blues Brothers,1980,U,133,Action,7.9,60,John Landis,183182,57229890
Manhattan,1979,R,96,Comedy,7.9,83,Woody Allen,131436,45700000
All That Jazz,1979,A,123,Drama,7.9,72,Bob Fosse,28223,37823676
Dawn of the Dead,1978,A,127,Action,7.9,71,George A. Romero,111512,5100000
All the President's Men,1976,U,138,Biography,7.9,84,Alan J. Pakula,103031,70600000
La montaña sagrada,1973,R,114,Adventure,7.9,76,Alejandro Jodorowsky,37183,61001
Amarcord,1973,R,123,Comedy,7.9,,Federico Fellini,39897,
Le charme discret de la bourgeoisie,1972,PG,102,Comedy,7.9,93,Luis Buñuel,38737,198809
"Aguirre, der Zorn Gottes",1972,,95,Action,7.9,,Werner Herzog,52397,
Harold and Maude,1971,PG,91,Comedy,7.9,62,Hal Ashby,70826,
Patton,1970,U,172,Biography,7.9,91,Franklin J. Schaffner,93741,61700000
The Wild Bunch,1969,A,145,Action,7.9,97,Sam Peckinpah,77401,12064472
Night of the Living Dead,1968,,96,Horror,7.9,89,George A. Romero,116557,89029
The Lion in Winter,1968,PG,134,Biography,7.9,,Anthony Harvey,29003,22276975
In the Heat of the Night,1967,U,110,Crime,7.9,75,Norman Jewison,67804,24379978
Charade,1963,U,113,Comedy,7.9,83,Stanley Donen,68689,13474588
The Manchurian Candidate,1962,PG-13,126,Drama,7.9,94,John Frankenheimer,71122,
Spartacus,1960,A,197,Adventure,7.9,87,Stanley Kubrick,124339,30000000
L'avventura,1960,U,144,Drama,7.9,,Michelangelo Antonioni,26542,
Hiroshima mon amour,1959,,90,Drama,7.9,,Alain Resnais,28421,88300
The Ten Commandments,1956,U,220,Adventure,7.9,,Cecil B. DeMille,63560,93740000
The Searchers,1956,Passed,119,Adventure,7.9,94,John Ford,80316,
East of Eden,1955,U,118,Drama,7.9,72,Elia Kazan,40313,
High Noon,1952,PG,85,Drama,7.9,89,Fred Zinnemann,97222,9450000
Strangers on a Train,1951,A,101,Crime,7.9,88,Alfred Hitchcock,123341,7630000
Harvey,1950,Approved,104,Comedy,7.9,,Henry Koster,52573,
Miracle on 34th Street,1947,,96,Comedy,7.9,88,George Seaton,41625,2650000
Notorious,1946,U,102,Drama,7.9,100,Alfred Hitchcock,92306,10464000
The Big Sleep,1946,Passed,114,Crime,7.9,,Howard Hawks,78796,6540000
The Lost Weekend,1945,Passed,101,Drama,7.9,,Billy Wilder,33549,9460000
The Philadelphia Story,1940,,112,Comedy,7.9,96,George Cukor,63550,
His Girl Friday,1940,Passed,92,Comedy,7.9,,Howard Hawks,53667,296000
The Adventures of Robin Hood,1938,PG,102,Action,7.9,97,Michael Curtiz,47175,3981000
A Night at the Opera,1935,Passed,96,Comedy,7.9,,Sam Wood,30580,2537520
King Kong,1933,Passed,100,Adventure,7.9,90,Merian C. Cooper,78991,10000000
Freaks,1932,,64,Drama,7.9,80,Tod Browning,42117,
Nosferatu,1922,,94,Fantasy,7.9,,F.W. Murnau,88794,
The Gentlemen,2019,A,113,Action,7.8,51,Guy Ritchie,237392,
Raazi,2018,UA,138,Action,7.8,,Meghna Gulzar,25344,
Sound of Metal,2019,R,120,Drama,7.8,81,Darius Marder,27187,
Forushande,2016,UA,124,Drama,7.8,85,Asghar Farhadi,51240,2402067
Dunkirk,2017,UA,106,Action,7.8,94,Christopher Nolan,555092,188373161
Perfetti sconosciuti,2016,,96,Comedy,7.8,,Paolo Genovese,57168,
Hidden Figures,2016,UA,127,Biography,7.8,74,Theodore Melfi,200876,169607287
Paddington 2,2017,U,103,Adventure,7.8,88,Paul King,61594,40442052
Udta Punjab,2016,A,148,Action,7.8,,Abhishek Chaubey,27175,
Kubo and the Two Strings,2016,PG,101,Animation,7.8,84,Travis Knight,118035,48023088
M.S. Dhoni: The Untold Story,2016,U,184,Biography,7.8,,Neeraj Pandey,40416,1782795
Manchester by the Sea,2016,UA,137,Drama,7.8,96,Kenneth Lonergan,246963,47695120
Under sandet,2015,R,100,Drama,7.8,75,Martin Zandvliet,35539,435266
Rogue One,2016,UA,133,Action,7.8,65,Gareth Edwards,556608,532177324
Captain America: Civil War,2016,UA,147,Action,7.8,75,Anthony Russo,663649,408084349
The Hateful Eight,2015,A,168,Crime,7.8,68,Quentin Tarantino,517059,54117416
Little Women,2019,U,135,Drama,7.8,91,Greta Gerwig,143250,108101214
Loving Vincent,2017,UA,94,Animation,7.8,62,Dorota Kobiela,50778,6735118
Pride,2014,R,119,Biography,7.8,79,Matthew Warchus,51841,
Le passé,2013,PG-13,130,Drama,7.8,85,Asghar Farhadi,45002,1330596
La grande bellezza,2013,,141,Drama,7.8,86,Paolo Sorrentino,81125,2852400
The Lunchbox,2013,U,104,Drama,7.8,76,Ritesh Batra,50523,4231500
Vicky Donor,2012,UA,126,Comedy,7.8,,Shoojit Sircar,39710,169209
Big Hero 6,2014,U,102,Animation,7.8,74,Don Hall,410983,222527828
About Time,2013,R,123,Comedy,7.8,55,Richard Curtis,303032,15322921
English Vinglish,2012,U,134,Comedy,7.8,,Gauri Shinde,33618,1670773
Kaze tachinu,2013,PG-13,126,Animation,7.8,83,Hayao Miyazaki,73690,5209580
Toy Story 4,2019,U,100,Animation,7.8,84,Josh Cooley,203177,434038008
La migliore offerta,2013,R,131,Crime,7.8,49,Giuseppe Tornatore,108399,85433
Moonrise Kingdom,2012,A,94,Comedy,7.8,84,Wes Anderson,318789,45512466
How to Train Your Dragon 2,2014,U,102,Animation,7.8,76,Dean DeBlois,305611,177002924
The Big Short,2015,A,130,Biography,7.8,81,Adam McKay,362942,70259870
Kokuhaku,2010,,106,Drama,7.8,,Tetsuya Nakashima,35713,
Ang-ma-reul bo-at-da,2010,,144,Action,7.8,67,Jee-woon Kim,111252,128392
The Girl with the Dragon Tattoo,2011,R,158,Crime,7.8,71,David Fincher,423010,102515793
Captain Phillips,2013,UA,134,Adventure,7.8,82,Paul Greengrass,421244,107100855
Ajeossi,2010,R,119,Action,7.8,,Jeong-beom Lee,62848,6460
Straight Outta Compton,2015,R,147,Biography,7.8,72,F. Gary Gray,179264,161197785
Madeo,2009,R,129,Crime,7.8,79,Bong Joon Ho,52758,547292
Chugyeokja,2008,,125,Action,7.8,64,Hong-jin Na,58468,
The Hobbit: The Desolation of Smaug,2013,UA,161,Adventure,7.8,66,Peter Jackson,601408,258366855
Das weiße Band - Eine deutsche Kindergeschichte,2009,UA,144,Drama,7.8,82,Michael Haneke,68715,2222647
Män som hatar kvinnor,2009,R,152,Crime,7.8,76,Niels Arden Oplev,208994,10095170
The Trial of the Chicago 7,2020,R,129,Drama,7.8,77,Aaron Sorkin,89896,
Druk,2020,,117,Comedy,7.8,81,Thomas Vinterberg,33931,
The Fighter,2010,UA,116,Biography,7.8,79,David O. Russell,340584,93617009
Taken,2008,A,90,Action,7.8,51,Pierre Morel,564791,145000989
The Boy in the Striped Pyjamas,2008,PG-13,94,Drama,7.8,55,Mark Herman,190748,9030581
Once,2007,R,86,Drama,7.8,88,John Carney,110656,9439923
The Hobbit: An Unexpected Journey,2012,UA,169,Adventure,7.8,58,Peter Jackson,757377,303003568
Auf der anderen Seite,2007,,122,Drama,7.8,85,Fatih Akin,30827,741283
Atonement,2007,R,123,Drama,7.8,85,Joe Wright,251370,50927067
Drive,2011,A,100,Crime,7.8,78,Nicolas Winding Refn,571571,35061555
American Gangster,2007,A,157,Biography,7.8,76,Ridley Scott,392449,130164645
Avatar,2009,UA,162,Action,7.8,83,James Cameron,1118998,760507625
Mr. Nobody,2009,R,141,Drama,7.8,63,Jaco Van Dormael,216421,3600
Apocalypto,2006,A,139,Action,7.8,68,Mel Gibson,291018,50866635
Little Miss Sunshine,2006,UA,101,Comedy,7.8,80,Jonathan Dayton,439856,59891098
Hot Fuzz,2007,UA,121,Action,7.8,81,Edgar Wright,463466,23637265
The Curious Case of Benjamin Button,2008,UA,166,Drama,7.8,70,David Fincher,589160,127509326
Veer-Zaara,2004,U,192,Drama,7.8,67,Yash Chopra,49050,2921738
Adams æbler,2005,R,94,Comedy,7.8,51,Anders Thomas Jensen,45717,1305
Pride & Prejudice,2005,PG,129,Drama,7.8,82,Joe Wright,258924,38405088
The World's Fastest Indian,2005,U,127,Biography,7.8,68,Roger Donaldson,51980,5128124
Tôkyô goddofâzâzu,2003,UA,90,Animation,7.8,73,Satoshi Kon,31658,128985
Serenity,2005,PG-13,119,Action,7.8,74,Joss Whedon,283310,25514517
Walk the Line,2005,PG-13,136,Biography,7.8,72,James Mangold,234207,119519402
Ondskan,2003,,113,Drama,7.8,61,Mikael Håfström,35682,15280
The Notebook,2004,A,123,Drama,7.8,53,Nick Cassavetes,520284,81001787
Diarios de motocicleta,2004,U,126,Adventure,7.8,75,Walter Salles,96703,16756372
Lilja 4-ever,2002,R,109,Crime,7.8,82,Lukas Moodysson,42673,181655
Les triplettes de Belleville,2003,PG-13,80,Animation,7.8,91,Sylvain Chomet,50622,7002255
Gongdong gyeongbi guyeok JSA,2000,,110,Action,7.8,58,Chan-wook Park,26518,
The Count of Monte Cristo,2002,PG-13,131,Action,7.8,61,Kevin Reynolds,129022,54234062
Waking Life,2001,R,99,Animation,7.8,83,Richard Linklater,60684,2892011
Remember the Titans,2000,U,113,Biography,7.8,48,Boaz Yakin,198089,115654751
Wo hu cang long,2000,UA,120,Action,7.8,94,Ang Lee,253228,128078872
Todo sobre mi madre,1999,R,101,Drama,7.8,87,Pedro Almodóvar,89058,8264530
Cast Away,2000,UA,143,Adventure,7.8,73,Robert Zemeckis,524235,233632142
The Boondock Saints,1999,R,108,Action,7.8,44,Troy Duffy,227143,25812
The Insider,1999,UA,157,Biography,7.8,84,Michael Mann,159886,28965197
October Sky,1999,PG,108,Biography,7.8,71,Joe Johnston,82855,32481825
Shrek,2001,U,90,Animation,7.8,84,Andrew Adamson,613941,267665011
Titanic,1997,UA,194,Drama,7.8,75,James Cameron,1046089,659325379
Hana-bi,1997,,103,Crime,7.8,,Takeshi Kitano,27712,233986
Gattaca,1997,UA,106,Drama,7.8,64,Andrew Niccol,280845,12339633
The Game,1997,UA,129,Action,7.8,61,David Fincher,345096,48323648
Breaking the Waves,1996,R,159,Drama,7.8,76,Lars von Trier,62428,4040691
Ed Wood,1994,U,127,Biography,7.8,70,Tim Burton,164937,5887457
What's Eating Gilbert Grape,1993,U,118,Drama,7.8,73,Lasse Hallström,215034,9170214
Tombstone,1993,R,130,Action,7.8,50,George P. Cosmatos,126871,56505065
The Sandlot,1993,U,101,Comedy,7.8,55,David Mickey Evans,78963,32416586
The Remains of the Day,1993,U,134,Drama,7.8,84,James Ivory,66065,22954968
Naked,1993,,132,Comedy,7.8,84,Mike Leigh,34635,1769305
The Fugitive,1993,U,130,Action,7.8,87,Andrew Davis,267684,183875760
A Bronx Tale,1993,R,121,Crime,7.8,80,Robert De Niro,128171,17266971
Batman: Mask of the Phantasm,1993,PG,76,Animation,7.8,,Kevin Altieri,43690,5617391
Lat sau san taam,1992,R,128,Action,7.8,,John Woo,46700,
Night on Earth,1991,R,129,Comedy,7.8,68,Jim Jarmusch,55362,2015810
La double vie de Véronique,1991,R,98,Drama,7.8,86,Krzysztof Kieslowski,42376,1999955
Boyz n the Hood,1991,A,112,Crime,7.8,76,John Singleton,126082,57504069
Misery,1990,R,107,Drama,7.8,75,Rob Reiner,184740,61276872
Awakenings,1990,U,121,Biography,7.8,74,Penny Marshall,125276,52096475
